OrderID,CustomerLocation,Warehouse,OrderDate,DispatchDate,DeliveryDate,Distance_km,ModeOfTransport,ProductType,Quantity,Status
10245,Delhi,Hyderabad_WH,2025-04-24,2025-05-06,2025-06-03,164,Train,Apparel,134,Delivered
10246,Lucknow,Hyderabad_WH,2025-05-09,2025-05-16,2025-05-19,1847,Bike,Groceries,485,Delivered
10247,Ahmedabad,Mumbai_WH,2025-04-19,2025-05-02,2025-05-10,476,Air,Pharma,461,In Transit
10248,Hyderabad,Mumbai_WH,2025-05-09,2025-05-11,2025-05-16,2417,Bike,Electronics,374,In Transit
10249,Mumbai,Lucknow_WH,2025-04-17,2025-04-30,2025-05-17,2486,Ship,Apparel,335,In Transit
10250,Mumbai,Pune_WH,2025-04-14,2025-05-02,2025-05-08,1643,Ship,Electronics,23,Delivered
10251,Chennai,Chennai_WH,2025-04-30,2025-05-17,2025-05-29,1691,Train,Electronics,86,Delivered
10252,Kolkata,Jaipur_WH,2025-04-21,2025-05-18,2025-06-04,496,Ship,Apparel,447,In Transit
10253,Hyderabad,Chennai_WH,2025-04-24,2025-04-24,2025-06-01,2263,Train,Machinery,39,Delivered
10254,Jaipur,Jaipur_WH,2025-05-02,2025-05-12,2025-06-04,1141,Ship,Apparel,61,In Transit
10255,Hyderabad,Kolkata_WH,2025-05-08,2025-05-17,2025-06-01,1349,Air,Apparel,247,Pending
10256,Lucknow,Chennai_WH,2025-04-13,2025-05-16,2025-06-02,2071,Train,Furniture,285,Cancelled
10257,Delhi,Delhi_WH,2025-04-21,2025-05-15,2025-06-04,97,Air,Toys,23,Cancelled
10258,Pune,Jaipur_WH,2025-04-23,2025-05-12,2025-05-22,743,Train,Electronics,401,Pending
10259,Ahmedabad,Hyderabad_WH,2025-04-18,2025-05-01,2025-05-18,1455,Ship,Furniture,390,Pending
10260,Bangalore,Kolkata_WH,2025-04-28,2025-05-19,2025-06-06,1394,Air,Furniture,457,In Transit
10261,Mumbai,Pune_WH,2025-04-28,2025-04-30,2025-05-20,226,Truck,Toys,342,In Transit
10262,Ahmedabad,Jaipur_WH,2025-05-01,2025-05-14,2025-05-22,1042,Train,Toys,491,Cancelled
10263,Kolkata,Ahmedabad_WH,2025-05-04,2025-05-08,2025-05-13,2383,Air,Electronics,472,Cancelled
10264,Lucknow,Ahmedabad_WH,2025-05-06,2025-05-11,2025-06-04,2488,Air,Books,164,Cancelled
10265,Jaipur,Lucknow_WH,2025-04-12,2025-05-18,2025-05-20,45,Train,Apparel,2,Pending
10266,Hyderabad,Ahmedabad_WH,2025-05-05,2025-05-12,2025-06-05,1320,Truck,Groceries,53,Cancelled
10267,Delhi,Chennai_WH,2025-05-05,2025-05-13,2025-05-31,1326,Air,Pharma,233,Pending
10268,Jaipur,Bangalore_WH,2025-04-26,2025-05-16,2025-06-07,466,Truck,Pharma,391,Pending
10269,Lucknow,Kolkata_WH,2025-04-22,2025-05-01,2025-05-28,2283,Air,Electronics,427,Delivered
10270,Ahmedabad,Hyderabad_WH,2025-04-20,2025-04-20,2025-06-01,1936,Truck,Groceries,170,In Transit
10271,Jaipur,Delhi_WH,2025-04-18,2025-04-21,2025-04-30,1201,Bike,Groceries,95,Cancelled
10272,Kolkata,Kolkata_WH,2025-04-17,2025-05-03,2025-05-13,631,Ship,Books,458,Cancelled
10273,Delhi,Bangalore_WH,2025-04-13,2025-05-07,2025-05-07,2236,Bike,Furniture,245,Pending
10274,Hyderabad,Mumbai_WH,2025-04-14,2025-05-04,2025-05-19,1673,Train,Groceries,386,Delivered
10275,Delhi,Jaipur_WH,2025-05-06,2025-05-14,2025-06-04,464,Ship,Electronics,3,Delivered
10276,Chennai,Bangalore_WH,2025-04-30,2025-05-04,2025-05-22,1092,Ship,Groceries,257,In Transit
10277,Bangalore,Bangalore_WH,2025-04-27,2025-04-30,2025-05-28,223,Bike,Apparel,276,Cancelled
10278,Chennai,Mumbai_WH,2025-05-02,2025-05-14,2025-05-22,2247,Bike,Machinery,32,Pending
10279,Delhi,Bangalore_WH,2025-05-06,2025-05-14,2025-05-31,1064,Bike,Toys,456,Delivered
10280,Pune,Bangalore_WH,2025-04-16,2025-04-27,2025-05-09,1814,Truck,Books,169,Cancelled
10281,Jaipur,Pune_WH,2025-05-05,2025-05-16,2025-05-18,1499,Ship,Books,417,Delivered
10282,Chennai,Kolkata_WH,2025-04-17,2025-04-26,2025-05-03,986,Bike,Groceries,45,In Transit
10283,Hyderabad,Lucknow_WH,2025-04-22,2025-05-10,2025-06-06,95,Bike,Pharma,102,Pending
10284,Mumbai,Delhi_WH,2025-04-30,2025-05-01,2025-05-03,1247,Air,Apparel,9,In Transit
10285,Pune,Bangalore_WH,2025-05-05,2025-05-17,2025-05-30,1752,Air,Furniture,494,Pending
10286,Hyderabad,Hyderabad_WH,2025-04-24,2025-05-06,2025-05-18,61,Ship,Electronics,62,In Transit
10287,Bangalore,Ahmedabad_WH,2025-05-09,2025-05-18,2025-06-02,1915,Truck,Books,345,In Transit
10288,Mumbai,Hyderabad_WH,2025-04-16,2025-04-24,2025-05-19,404,Bike,Machinery,169,Pending
10289,Ahmedabad,Hyderabad_WH,2025-04-22,2025-05-09,2025-06-08,1271,Ship,Books,149,Pending
10290,Jaipur,Chennai_WH,2025-04-30,2025-05-11,2025-06-05,1807,Ship,Machinery,310,Cancelled
10291,Hyderabad,Kolkata_WH,2025-05-01,2025-05-01,2025-05-01,900,Ship,Machinery,422,In Transit
10292,Mumbai,Delhi_WH,2025-04-13,2025-04-21,2025-05-29,2293,Train,Pharma,430,Pending
10293,Jaipur,Bangalore_WH,2025-04-26,2025-05-01,2025-05-18,483,Bike,Machinery,248,In Transit
10294,Jaipur,Kolkata_WH,2025-04-17,2025-05-05,2025-05-13,1397,Air,Apparel,423,Cancelled
10295,Jaipur,Pune_WH,2025-04-18,2025-05-02,2025-05-05,2367,Air,Furniture,205,Pending
10296,Delhi,Bangalore_WH,2025-04-21,2025-04-24,2025-05-26,1925,Ship,Pharma,161,Cancelled
10297,Kolkata,Pune_WH,2025-04-22,2025-05-12,2025-06-08,457,Ship,Apparel,267,Delivered
10298,Jaipur,Kolkata_WH,2025-04-11,2025-05-19,2025-05-28,133,Train,Electronics,496,Pending
10299,Jaipur,Hyderabad_WH,2025-05-08,2025-05-08,2025-05-13,2327,Ship,Groceries,35,In Transit
10300,Ahmedabad,Lucknow_WH,2025-05-01,2025-05-06,2025-05-25,1997,Train,Apparel,102,Cancelled
10301,Kolkata,Lucknow_WH,2025-04-15,2025-04-19,2025-06-06,186,Truck,Toys,457,Pending
10302,Ahmedabad,Bangalore_WH,2025-04-16,2025-04-23,2025-05-01,352,Truck,Groceries,40,Delivered
10303,Mumbai,Hyderabad_WH,2025-04-24,2025-05-01,2025-05-24,1618,Truck,Toys,443,Cancelled
10304,Chennai,Mumbai_WH,2025-05-02,2025-05-16,2025-05-17,1360,Bike,Electronics,97,In Transit
10305,Ahmedabad,Hyderabad_WH,2025-04-28,2025-05-18,2025-05-19,138,Train,Machinery,334,Cancelled
10306,Hyderabad,Mumbai_WH,2025-04-16,2025-04-17,2025-04-17,1140,Train,Books,77,In Transit
10307,Delhi,Delhi_WH,2025-04-19,2025-05-09,2025-05-18,2399,Train,Toys,477,In Transit
10308,Ahmedabad,Kolkata_WH,2025-04-21,2025-05-05,2025-05-13,380,Air,Electronics,398,In Transit
10309,Kolkata,Jaipur_WH,2025-04-16,2025-04-24,2025-05-07,765,Train,Furniture,138,Delivered
10310,Chennai,Pune_WH,2025-04-19,2025-05-16,2025-06-01,1934,Bike,Furniture,93,In Transit
10311,Bangalore,Pune_WH,2025-05-07,2025-05-17,2025-06-08,325,Train,Pharma,23,Delivered
10312,Mumbai,Ahmedabad_WH,2025-04-19,2025-05-08,2025-05-23,111,Train,Toys,208,Cancelled
10313,Jaipur,Hyderabad_WH,2025-05-07,2025-05-08,2025-05-14,1969,Truck,Electronics,493,Delivered
10314,Ahmedabad,Delhi_WH,2025-05-07,2025-05-07,2025-05-10,594,Air,Groceries,245,Delivered
10315,Ahmedabad,Hyderabad_WH,2025-05-02,2025-05-19,2025-05-31,1353,Truck,Books,396,In Transit
10316,Bangalore,Delhi_WH,2025-05-06,2025-05-13,2025-05-26,1958,Train,Toys,287,In Transit
10317,Jaipur,Pune_WH,2025-05-09,2025-05-14,2025-05-27,900,Air,Furniture,59,Cancelled
10318,Mumbai,Bangalore_WH,2025-05-07,2025-05-17,2025-05-29,555,Ship,Apparel,336,Cancelled
10319,Jaipur,Kolkata_WH,2025-04-10,2025-04-19,2025-04-26,253,Air,Pharma,358,Cancelled
10320,Lucknow,Mumbai_WH,2025-05-03,2025-05-13,2025-05-23,1322,Bike,Pharma,433,Pending
10321,Kolkata,Bangalore_WH,2025-05-08,2025-05-18,2025-06-01,2143,Truck,Electronics,254,In Transit
10322,Lucknow,Mumbai_WH,2025-05-06,2025-05-09,2025-05-16,2500,Ship,Groceries,380,Cancelled
10323,Hyderabad,Mumbai_WH,2025-05-06,2025-05-12,2025-05-19,208,Bike,Furniture,108,Cancelled
10324,Pune,Hyderabad_WH,2025-05-02,2025-05-12,2025-06-03,50,Truck,Machinery,165,Cancelled
10325,Mumbai,Ahmedabad_WH,2025-05-05,2025-05-19,2025-05-24,168,Truck,Furniture,206,In Transit
10326,Mumbai,Chennai_WH,2025-04-28,2025-04-28,2025-04-28,2199,Truck,Apparel,30,In Transit
10327,Bangalore,Lucknow_WH,2025-05-07,2025-05-10,2025-05-17,371,Train,Apparel,12,Delivered
10328,Bangalore,Hyderabad_WH,2025-04-30,2025-05-07,2025-05-25,559,Bike,Toys,266,Delivered
10329,Hyderabad,Pune_WH,2025-04-18,2025-04-29,2025-05-31,2245,Truck,Pharma,54,Pending
10330,Pune,Jaipur_WH,2025-04-20,2025-04-28,2025-05-30,414,Air,Pharma,326,In Transit
10331,Chennai,Mumbai_WH,2025-05-06,2025-05-11,2025-05-24,396,Bike,Machinery,85,In Transit
10332,Chennai,Mumbai_WH,2025-04-22,2025-04-23,2025-05-05,536,Bike,Apparel,214,In Transit
10333,Ahmedabad,Lucknow_WH,2025-04-17,2025-05-10,2025-06-01,1973,Truck,Furniture,470,Delivered
10334,Bangalore,Chennai_WH,2025-04-16,2025-05-19,2025-06-06,1364,Bike,Apparel,38,In Transit
10335,Mumbai,Bangalore_WH,2025-04-29,2025-05-05,2025-06-01,1912,Truck,Furniture,335,Cancelled
10336,Delhi,Kolkata_WH,2025-04-12,2025-04-29,2025-06-01,593,Train,Pharma,53,Cancelled
10337,Jaipur,Kolkata_WH,2025-04-10,2025-04-18,2025-05-24,263,Ship,Groceries,289,Pending
10338,Lucknow,Delhi_WH,2025-05-01,2025-05-17,2025-05-26,1497,Bike,Electronics,18,Cancelled
10339,Chennai,Delhi_WH,2025-05-05,2025-05-05,2025-06-03,2227,Train,Furniture,227,Cancelled
10340,Ahmedabad,Ahmedabad_WH,2025-04-28,2025-05-06,2025-06-05,2117,Air,Electronics,155,Delivered
10341,Lucknow,Kolkata_WH,2025-04-26,2025-05-11,2025-05-22,2019,Truck,Pharma,68,Delivered
10342,Ahmedabad,Lucknow_WH,2025-04-10,2025-04-12,2025-04-18,2478,Train,Apparel,93,Delivered
10343,Delhi,Lucknow_WH,2025-04-26,2025-05-12,2025-06-06,2028,Train,Furniture,492,Cancelled
10344,Hyderabad,Bangalore_WH,2025-04-27,2025-04-27,2025-06-07,1074,Air,Electronics,240,Pending
10345,Kolkata,Pune_WH,2025-04-13,2025-04-25,2025-05-13,77,Air,Machinery,107,Pending
10346,Ahmedabad,Kolkata_WH,2025-04-10,2025-05-16,2025-05-26,206,Ship,Books,6,Delivered
10347,Chennai,Kolkata_WH,2025-05-04,2025-05-05,2025-06-02,2491,Truck,Toys,408,In Transit
10348,Ahmedabad,Chennai_WH,2025-05-02,2025-05-06,2025-06-07,1706,Truck,Groceries,419,Delivered
10349,Jaipur,Lucknow_WH,2025-04-16,2025-04-22,2025-05-10,159,Ship,Apparel,239,Pending
10350,Ahmedabad,Kolkata_WH,2025-04-22,2025-05-06,2025-05-20,535,Train,Electronics,438,In Transit
10351,Mumbai,Chennai_WH,2025-04-15,2025-05-09,2025-05-11,1382,Truck,Apparel,157,Pending
10352,Mumbai,Hyderabad_WH,2025-05-04,2025-05-10,2025-06-05,1235,Bike,Pharma,436,In Transit
10353,Jaipur,Mumbai_WH,2025-04-17,2025-05-17,2025-05-26,1249,Air,Furniture,44,Cancelled
10354,Chennai,Bangalore_WH,2025-04-22,2025-05-13,2025-05-31,2276,Air,Books,344,Delivered
10355,Mumbai,Mumbai_WH,2025-05-08,2025-05-17,2025-06-07,462,Train,Pharma,10,Delivered
10356,Mumbai,Pune_WH,2025-05-02,2025-05-13,2025-05-24,2092,Bike,Pharma,85,Delivered
10357,Jaipur,Delhi_WH,2025-04-28,2025-05-04,2025-06-06,819,Truck,Books,151,In Transit
10358,Mumbai,Hyderabad_WH,2025-05-07,2025-05-15,2025-05-27,1712,Train,Groceries,173,Delivered
10359,Ahmedabad,Delhi_WH,2025-04-28,2025-05-06,2025-05-26,1738,Train,Machinery,167,Delivered
10360,Bangalore,Hyderabad_WH,2025-04-26,2025-05-15,2025-06-05,933,Train,Apparel,160,In Transit
10361,Chennai,Hyderabad_WH,2025-04-30,2025-05-12,2025-06-02,823,Ship,Electronics,105,Delivered
10362,Kolkata,Hyderabad_WH,2025-05-04,2025-05-17,2025-06-04,824,Train,Books,227,Pending
10363,Kolkata,Kolkata_WH,2025-05-09,2025-05-16,2025-05-27,492,Truck,Apparel,215,Delivered
10364,Chennai,Jaipur_WH,2025-05-07,2025-05-13,2025-05-21,1108,Bike,Pharma,136,Pending
10365,Hyderabad,Pune_WH,2025-04-24,2025-05-11,2025-06-08,2357,Air,Electronics,193,Delivered
10366,Jaipur,Jaipur_WH,2025-04-17,2025-05-17,2025-06-07,1334,Bike,Furniture,345,Cancelled
10367,Mumbai,Kolkata_WH,2025-05-02,2025-05-11,2025-05-26,463,Bike,Books,103,Cancelled
10368,Mumbai,Kolkata_WH,2025-04-19,2025-05-18,2025-05-25,1049,Bike,Apparel,127,Pending
10369,Mumbai,Delhi_WH,2025-04-12,2025-04-30,2025-05-09,1033,Air,Apparel,81,Pending
10370,Pune,Lucknow_WH,2025-04-16,2025-05-07,2025-05-13,1166,Truck,Machinery,476,Pending
10371,Kolkata,Delhi_WH,2025-04-20,2025-05-09,2025-06-03,286,Ship,Books,328,Cancelled
10372,Jaipur,Bangalore_WH,2025-04-24,2025-05-01,2025-05-30,195,Ship,Pharma,236,Pending
10373,Pune,Hyderabad_WH,2025-04-22,2025-05-08,2025-06-01,235,Ship,Apparel,25,Delivered
10374,Ahmedabad,Chennai_WH,2025-04-14,2025-04-16,2025-05-19,1697,Bike,Books,408,Pending
10375,Hyderabad,Mumbai_WH,2025-05-02,2025-05-17,2025-06-01,1128,Air,Pharma,473,In Transit
10376,Delhi,Bangalore_WH,2025-05-07,2025-05-12,2025-05-30,1033,Air,Furniture,69,In Transit
10377,Jaipur,Ahmedabad_WH,2025-05-07,2025-05-10,2025-05-13,393,Air,Electronics,213,Cancelled
10378,Hyderabad,Kolkata_WH,2025-05-07,2025-05-10,2025-05-26,1563,Train,Electronics,120,Cancelled
10379,Chennai,Bangalore_WH,2025-04-15,2025-05-06,2025-06-02,1592,Bike,Apparel,168,Cancelled
10380,Ahmedabad,Mumbai_WH,2025-04-26,2025-05-08,2025-05-18,280,Train,Books,102,Cancelled
10381,Delhi,Mumbai_WH,2025-04-18,2025-05-17,2025-06-05,257,Ship,Books,261,Cancelled
10382,Lucknow,Chennai_WH,2025-04-22,2025-04-30,2025-06-03,1859,Train,Apparel,376,Pending
10383,Kolkata,Jaipur_WH,2025-04-18,2025-05-10,2025-05-27,851,Ship,Electronics,458,Delivered
10384,Kolkata,Chennai_WH,2025-05-08,2025-05-08,2025-05-25,122,Truck,Furniture,71,In Transit
10385,Lucknow,Jaipur_WH,2025-05-02,2025-05-13,2025-05-20,911,Truck,Books,243,Delivered
10386,Chennai,Hyderabad_WH,2025-04-22,2025-05-10,2025-05-24,886,Ship,Machinery,240,In Transit
10387,Ahmedabad,Pune_WH,2025-05-01,2025-05-11,2025-05-30,1826,Bike,Apparel,424,Pending
10388,Kolkata,Ahmedabad_WH,2025-04-10,2025-04-13,2025-05-29,2047,Train,Pharma,56,Delivered
10389,Hyderabad,Kolkata_WH,2025-04-19,2025-04-26,2025-05-03,2186,Air,Books,134,Delivered
10390,Pune,Delhi_WH,2025-05-07,2025-05-10,2025-05-28,2155,Air,Books,363,Pending
10391,Hyderabad,Chennai_WH,2025-05-07,2025-05-11,2025-05-29,2090,Train,Apparel,52,In Transit
10392,Hyderabad,Pune_WH,2025-04-25,2025-05-01,2025-05-13,479,Bike,Machinery,376,In Transit
10393,Mumbai,Kolkata_WH,2025-05-06,2025-05-18,2025-06-03,1341,Truck,Furniture,208,In Transit
10394,Jaipur,Chennai_WH,2025-05-01,2025-05-11,2025-05-13,345,Bike,Furniture,13,Pending
10395,Jaipur,Chennai_WH,2025-04-14,2025-05-14,2025-05-25,671,Ship,Machinery,16,Cancelled
10396,Jaipur,Bangalore_WH,2025-04-27,2025-05-12,2025-05-14,1393,Air,Books,227,Pending
10397,Pune,Hyderabad_WH,2025-05-08,2025-05-08,2025-05-11,57,Air,Machinery,450,Pending
10398,Delhi,Bangalore_WH,2025-04-16,2025-04-24,2025-05-08,1908,Train,Furniture,282,Cancelled
10399,Hyderabad,Chennai_WH,2025-05-07,2025-05-13,2025-05-16,2220,Bike,Groceries,309,Cancelled
10400,Ahmedabad,Pune_WH,2025-04-11,2025-05-18,2025-05-30,860,Bike,Furniture,339,Pending
10401,Mumbai,Hyderabad_WH,2025-05-06,2025-05-10,2025-05-18,1308,Air,Furniture,383,Pending
10402,Lucknow,Bangalore_WH,2025-04-29,2025-05-12,2025-05-18,1596,Train,Groceries,493,Pending
10403,Kolkata,Jaipur_WH,2025-05-09,2025-05-18,2025-05-19,603,Train,Books,249,Delivered
10404,Kolkata,Kolkata_WH,2025-04-30,2025-05-06,2025-06-02,2280,Air,Pharma,493,Delivered
10405,Bangalore,Delhi_WH,2025-05-09,2025-05-16,2025-05-24,1338,Air,Apparel,379,Delivered
10406,Pune,Hyderabad_WH,2025-04-24,2025-05-19,2025-05-31,2260,Ship,Books,460,Pending
10407,Hyderabad,Pune_WH,2025-05-02,2025-05-09,2025-05-25,218,Train,Furniture,218,Delivered
10408,Mumbai,Pune_WH,2025-04-20,2025-05-14,2025-06-08,2149,Train,Apparel,155,Pending
10409,Mumbai,Ahmedabad_WH,2025-04-18,2025-05-06,2025-05-09,1707,Train,Books,356,Cancelled
10410,Hyderabad,Lucknow_WH,2025-05-04,2025-05-09,2025-05-20,1968,Ship,Machinery,411,Delivered
10411,Pune,Kolkata_WH,2025-04-16,2025-05-17,2025-05-31,1863,Air,Machinery,116,Cancelled
10412,Jaipur,Chennai_WH,2025-04-25,2025-05-17,2025-06-02,1109,Air,Furniture,455,Pending
10413,Pune,Chennai_WH,2025-04-26,2025-04-30,2025-05-03,1346,Ship,Books,325,In Transit
10414,Delhi,Ahmedabad_WH,2025-05-03,2025-05-19,2025-05-22,472,Bike,Machinery,190,Cancelled
10415,Chennai,Ahmedabad_WH,2025-04-25,2025-05-14,2025-05-29,1686,Ship,Machinery,27,Cancelled
10416,Chennai,Pune_WH,2025-05-05,2025-05-13,2025-06-04,2048,Truck,Furniture,457,Delivered
10417,Kolkata,Hyderabad_WH,2025-05-04,2025-05-16,2025-05-23,1031,Truck,Machinery,475,Delivered
10418,Kolkata,Pune_WH,2025-04-30,2025-05-14,2025-05-18,1165,Truck,Groceries,407,Delivered
10419,Ahmedabad,Hyderabad_WH,2025-05-08,2025-05-09,2025-05-28,1462,Truck,Furniture,220,Delivered
10420,Mumbai,Lucknow_WH,2025-04-30,2025-05-11,2025-05-24,476,Ship,Electronics,86,Pending
10421,Pune,Mumbai_WH,2025-04-26,2025-04-30,2025-05-09,133,Ship,Toys,471,Pending
10422,Bangalore,Bangalore_WH,2025-04-16,2025-04-28,2025-05-23,787,Ship,Pharma,296,Delivered
10423,Lucknow,Chennai_WH,2025-04-20,2025-04-29,2025-05-29,1672,Bike,Furniture,26,Cancelled
10424,Ahmedabad,Delhi_WH,2025-04-16,2025-04-27,2025-05-20,1469,Bike,Machinery,222,In Transit
10425,Lucknow,Chennai_WH,2025-05-05,2025-05-19,2025-05-20,526,Ship,Apparel,481,In Transit
10426,Bangalore,Jaipur_WH,2025-05-07,2025-05-10,2025-05-27,635,Bike,Furniture,15,Cancelled
10427,Jaipur,Mumbai_WH,2025-05-08,2025-05-09,2025-05-21,854,Air,Groceries,10,Cancelled
10428,Jaipur,Hyderabad_WH,2025-04-15,2025-04-18,2025-05-30,67,Train,Books,320,Pending
10429,Kolkata,Ahmedabad_WH,2025-04-25,2025-05-06,2025-05-25,2029,Train,Furniture,309,In Transit
10430,Kolkata,Chennai_WH,2025-04-30,2025-05-04,2025-05-17,1069,Ship,Groceries,49,Cancelled
10431,Mumbai,Mumbai_WH,2025-05-04,2025-05-18,2025-05-29,1721,Train,Pharma,224,Delivered
10432,Hyderabad,Delhi_WH,2025-04-16,2025-05-11,2025-05-22,2487,Truck,Electronics,351,In Transit
10433,Kolkata,Mumbai_WH,2025-05-07,2025-05-19,2025-05-24,1379,Bike,Electronics,160,Delivered
10434,Lucknow,Delhi_WH,2025-05-08,2025-05-13,2025-06-03,603,Train,Electronics,153,Cancelled
10435,Hyderabad,Delhi_WH,2025-05-07,2025-05-17,2025-06-02,2180,Bike,Machinery,32,Cancelled
10436,Bangalore,Pune_WH,2025-05-07,2025-05-08,2025-06-08,1985,Ship,Groceries,39,Delivered
10437,Kolkata,Pune_WH,2025-04-18,2025-05-14,2025-05-17,393,Bike,Groceries,15,Cancelled
10438,Hyderabad,Hyderabad_WH,2025-05-05,2025-05-14,2025-05-22,609,Train,Groceries,306,Delivered
10439,Ahmedabad,Ahmedabad_WH,2025-05-09,2025-05-12,2025-05-12,9,Ship,Toys,91,Cancelled
10440,Hyderabad,Chennai_WH,2025-05-02,2025-05-09,2025-05-20,782,Air,Pharma,495,In Transit
10441,Jaipur,Jaipur_WH,2025-04-15,2025-05-18,2025-06-08,2106,Train,Pharma,182,In Transit
10442,Lucknow,Hyderabad_WH,2025-05-04,2025-05-05,2025-05-31,820,Air,Books,193,Delivered
10443,Hyderabad,Lucknow_WH,2025-04-11,2025-04-29,2025-05-14,1873,Air,Pharma,238,Delivered
10444,Delhi,Mumbai_WH,2025-04-18,2025-04-26,2025-05-07,1741,Train,Machinery,157,Delivered
10445,Kolkata,Hyderabad_WH,2025-04-17,2025-04-22,2025-05-05,2262,Bike,Books,36,Delivered
10446,Ahmedabad,Pune_WH,2025-04-17,2025-04-22,2025-06-05,1260,Ship,Apparel,373,Delivered
10447,Ahmedabad,Chennai_WH,2025-04-25,2025-05-13,2025-05-25,1346,Air,Furniture,382,Cancelled
10448,Mumbai,Delhi_WH,2025-04-19,2025-05-16,2025-05-19,1930,Truck,Machinery,357,In Transit
10449,Pune,Delhi_WH,2025-04-18,2025-04-18,2025-04-21,838,Bike,Furniture,267,Cancelled
10450,Chennai,Bangalore_WH,2025-04-29,2025-05-05,2025-05-16,1844,Train,Groceries,338,In Transit
10451,Hyderabad,Hyderabad_WH,2025-05-09,2025-05-13,2025-05-18,1071,Bike,Electronics,340,Cancelled
10452,Kolkata,Bangalore_WH,2025-05-08,2025-05-16,2025-05-31,883,Ship,Furniture,254,Pending
10453,Lucknow,Chennai_WH,2025-05-09,2025-05-14,2025-05-21,2045,Bike,Pharma,205,Pending
10454,Lucknow,Chennai_WH,2025-04-13,2025-04-19,2025-05-26,2041,Ship,Electronics,484,Pending
10455,Delhi,Pune_WH,2025-04-25,2025-05-16,2025-06-03,2479,Ship,Groceries,367,Pending
10456,Delhi,Ahmedabad_WH,2025-04-29,2025-05-07,2025-06-06,768,Bike,Pharma,14,In Transit
10457,Jaipur,Pune_WH,2025-04-17,2025-05-07,2025-05-21,1935,Air,Books,197,Delivered
10458,Ahmedabad,Chennai_WH,2025-04-27,2025-05-10,2025-06-06,1727,Train,Pharma,268,Delivered
10459,Mumbai,Kolkata_WH,2025-04-22,2025-04-23,2025-05-09,2418,Air,Pharma,441,Pending
10460,Kolkata,Chennai_WH,2025-04-15,2025-04-17,2025-04-29,2185,Bike,Groceries,369,Pending
10461,Ahmedabad,Jaipur_WH,2025-04-12,2025-04-19,2025-05-03,1438,Train,Furniture,209,Delivered
10462,Hyderabad,Delhi_WH,2025-05-06,2025-05-12,2025-05-17,1257,Air,Books,179,In Transit
10463,Hyderabad,Chennai_WH,2025-05-05,2025-05-06,2025-05-12,1998,Air,Groceries,3,Cancelled
10464,Kolkata,Mumbai_WH,2025-04-17,2025-05-18,2025-05-29,1810,Ship,Machinery,282,In Transit
10465,Pune,Jaipur_WH,2025-05-09,2025-05-19,2025-05-21,431,Ship,Groceries,78,Delivered
10466,Pune,Delhi_WH,2025-04-25,2025-04-25,2025-05-19,1188,Ship,Pharma,189,Pending
10467,Pune,Bangalore_WH,2025-04-23,2025-04-29,2025-05-24,1298,Train,Pharma,262,Pending
10468,Hyderabad,Mumbai_WH,2025-05-02,2025-05-17,2025-06-06,762,Bike,Pharma,36,Pending
10469,Jaipur,Ahmedabad_WH,2025-04-13,2025-04-27,2025-05-20,504,Ship,Electronics,344,Cancelled
10470,Kolkata,Pune_WH,2025-04-18,2025-05-13,2025-05-17,1217,Bike,Books,274,In Transit
10471,Chennai,Pune_WH,2025-04-26,2025-05-15,2025-05-26,1737,Truck,Furniture,223,In Transit
10472,Delhi,Bangalore_WH,2025-04-28,2025-05-07,2025-05-22,2053,Truck,Furniture,468,Delivered
10473,Bangalore,Mumbai_WH,2025-04-10,2025-04-18,2025-05-12,1106,Air,Books,82,Delivered
10474,Lucknow,Hyderabad_WH,2025-04-30,2025-04-30,2025-06-02,725,Ship,Books,310,Pending
10475,Bangalore,Chennai_WH,2025-04-14,2025-05-02,2025-05-26,1489,Truck,Furniture,415,Pending
10476,Lucknow,Delhi_WH,2025-04-25,2025-04-26,2025-05-11,1653,Air,Groceries,433,Pending
10477,Chennai,Lucknow_WH,2025-04-26,2025-05-17,2025-05-29,1160,Ship,Groceries,387,In Transit
10478,Delhi,Jaipur_WH,2025-04-29,2025-04-30,2025-06-02,1508,Air,Toys,486,Delivered
10479,Mumbai,Delhi_WH,2025-05-01,2025-05-05,2025-05-05,246,Truck,Toys,94,In Transit
10480,Mumbai,Ahmedabad_WH,2025-05-04,2025-05-07,2025-05-22,827,Truck,Electronics,480,Delivered
10481,Lucknow,Pune_WH,2025-04-13,2025-04-30,2025-05-15,896,Truck,Furniture,428,In Transit
10482,Chennai,Mumbai_WH,2025-04-21,2025-05-09,2025-06-04,1275,Truck,Toys,250,Pending
10483,Kolkata,Lucknow_WH,2025-04-24,2025-05-14,2025-05-24,1680,Ship,Machinery,440,Delivered
10484,Bangalore,Lucknow_WH,2025-05-02,2025-05-10,2025-05-11,2316,Ship,Apparel,482,Pending
10485,Chennai,Pune_WH,2025-04-18,2025-05-10,2025-05-31,2125,Bike,Books,427,Delivered
10486,Pune,Bangalore_WH,2025-05-09,2025-05-11,2025-05-23,909,Air,Pharma,466,Cancelled
10487,Chennai,Lucknow_WH,2025-04-25,2025-05-07,2025-05-30,1068,Ship,Books,385,Cancelled
10488,Bangalore,Kolkata_WH,2025-05-06,2025-05-17,2025-05-21,23,Train,Pharma,389,In Transit
10489,Pune,Ahmedabad_WH,2025-04-21,2025-05-19,2025-05-28,1664,Bike,Pharma,260,Delivered
